en:Andric-Most_na_Drine:0:shuff:4,cs:Andric-Most_na_Drine:0:shuff:5,extinguished,extinguish,zhasne,zhasnout,pf
en:Andric-Most_na_Drine:0:shuff:178,cs:Andric-Most_na_Drine:0:shuff:182,opened,open,otvírá,otvírat,impf
en:Andric-Most_na_Drine:0:shuff:180,cs:Andric-Most_na_Drine:0:shuff:184,flew,fly,Letí,letět,impf
en:Andric-Most_na_Drine:0:shuff:181,cs:Andric-Most_na_Drine:0:shuff:185,said,say,říká,říkat,impf
en:Andric-Most_na_Drine:0:shuff:182,cs:Andric-Most_na_Drine:0:shuff:186,bring,bring,způsobila,způsobit,pf
en:Andric-Most_na_Drine:0:shuff:183,cs:Andric-Most_na_Drine:0:shuff:187,look,look,podívat,podívat,pf
en:Andric-Most_na_Drine:0:shuff:184,cs:Andric-Most_na_Drine:0:shuff:188,touched,touch,zasáhlo,zasáhnout,pf
en:Andric-Most_na_Drine:0:shuff:184,cs:Andric-Most_na_Drine:0:shuff:188,awoke,awake,vzbudilo,vzbudit,pf
en:Andric-Most_na_Drine:0:shuff:187,cs:Andric-Most_na_Drine:0:shuff:191,fear,fear,bát,bát,impf
en:Andric-Most_na_Drine:0:shuff:190,cs:Andric-Most_na_Drine:0:shuff:194,noticed,notice,všiml,všimnout,pf
en:Andric-Most_na_Drine:0:shuff:193,cs:Andric-Most_na_Drine:0:shuff:197,began,begin,začne,začít,pf
en:Andric-Most_na_Drine:0:shuff:193,cs:Andric-Most_na_Drine:0:shuff:197,accompany,accompany,doprovázet,doprovázet,impf
en:Andric-Most_na_Drine:0:shuff:194,cs:Andric-Most_na_Drine:0:shuff:198,merged,merge,splynou,splynout,pf
en:Andric-Most_na_Drine:0:shuff:194,cs:Andric-Most_na_Drine:0:shuff:198,changed,change,proměňuje,proměňovat,impf
en:Andric-Most_na_Drine:0:shuff:194,cs:Andric-Most_na_Drine:0:shuff:198,disappeared,disappear,mizí,mizet,impf
en:Andric-Most_na_Drine:0:shuff:194,cs:Andric-Most_na_Drine:0:shuff:198,forgotten,forget,zapomíná,zapomínat,impf
en:Andric-Most_na_Drine:0:shuff:198,cs:Andric-Most_na_Drine:0:shuff:202,loathed,loathe,nenáviděl,nenávidět,impf
en:Andric-Most_na_Drine:0:shuff:198,cs:Andric-Most_na_Drine:0:shuff:202,bring,bring,přinést,přinést,pf
en:Andric-Most_na_Drine:0:shuff:199,cs:Andric-Most_na_Drine:0:shuff:203,arrived,arrive,došel,dojít,pf
en:Andric-Most_na_Drine:0:shuff:199,cs:Andric-Most_na_Drine:0:shuff:203,do,do,dělat,dělat,impf
en:Andric-Most_na_Drine:0:shuff:200,cs:Andric-Most_na_Drine:0:shuff:204,bewildered,bewilder,zmátl,zmást,pf
en:Andric-Most_na_Drine:0:shuff:201,cs:Andric-Most_na_Drine:0:shuff:205,longed,long,toužil,toužit,impf
en:Andric-Most_na_Drine:0:shuff:201,cs:Andric-Most_na_Drine:0:shuff:205,come,come,nastal,nastat,pf
en:Andric-Most_na_Drine:0:shuff:202,cs:Andric-Most_na_Drine:0:shuff:206,forgot,forget,zapomněl,zapomenout,pf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,understand,understand,pochopit,pochopit,pf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,dancing,dance,tančí,tančit,impf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,forbidden,forbid,zakázáno,zakázat,pf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,walked,walk,chodit,chodit,impf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,walk,walk,chodit,chodit,impf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,go,go,chodit,chodit,impf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,walked,walk,nechodí,chodit,impf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,walk,walk,nechodí,chodit,impf
en:Andric-Most_na_Drine:0:shuff:203,cs:Andric-Most_na_Drine:0:shuff:207,go,go,nechodí,chodit,impf
en:Andric-Most_na_Drine:0:shuff:205,cs:Andric-Most_na_Drine:0:shuff:209,control,control,neovládal,ovládat,impf
en:Andric-Most_na_Drine:0:shuff:206,cs:Andric-Most_na_Drine:0:shuff:210,beat,beat,bilo,bít,impf
en:Andric-Most_na_Drine:0:shuff:206,cs:Andric-Most_na_Drine:0:shuff:210,worked,work,pracovaly,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:207,cs:Andric-Most_na_Drine:0:shuff:211,began,begin,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:207,cs:Andric-Most_na_Drine:0:shuff:211,lift,lift,zvedat,zvedat,impf
en:Andric-Most_na_Drine:0:shuff:208,cs:Andric-Most_na_Drine:0:shuff:212,shouted,shout,křičel,křičet,impf
en:Andric-Most_na_Drine:0:shuff:208,cs:Andric-Most_na_Drine:0:shuff:212,shake,shake,netřásli,třást,impf
en:Andric-Most_na_Drine:0:shuff:208,cs:Andric-Most_na_Drine:0:shuff:212,help,help,pomáhal,pomáhat,impf
en:Andric-Most_na_Drine:0:shuff:209,cs:Andric-Most_na_Drine:0:shuff:213,arrive,arrive,přicházeli,přicházet,impf
en:Andric-Most_na_Drine:0:shuff:209,cs:Andric-Most_na_Drine:0:shuff:213,looking,look,dívali,dívat,impf
en:Andric-Most_na_Drine:0:shuff:211,cs:Andric-Most_na_Drine:0:shuff:215,stayed,stay,pobývali,pobývat,impf
en:Andric-Most_na_Drine:0:shuff:211,cs:Andric-Most_na_Drine:0:shuff:215,did,do,dělali,dělat,impf
en:Andric-Most_na_Drine:0:shuff:211,cs:Andric-Most_na_Drine:0:shuff:215,did,do,dělali,dělat,impf
en:Andric-Most_na_Drine:0:shuff:213,cs:Andric-Most_na_Drine:0:shuff:217,read,read,četl,číst,impf
en:Andric-Most_na_Drine:0:shuff:213,cs:Andric-Most_na_Drine:0:shuff:217,exposed,expose,vystaven,vystavit,pf
en:Andric-Most_na_Drine:0:shuff:214,cs:Andric-Most_na_Drine:0:shuff:218,remembered,remember,zapamatoval,zapamatovat,pf
en:Andric-Most_na_Drine:0:shuff:216,cs:Andric-Most_na_Drine:0:shuff:221,waiting,wait,čekal,čekat,impf
en:Andric-Most_na_Drine:0:shuff:216,cs:Andric-Most_na_Drine:0:shuff:221,began,begin,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:216,cs:Andric-Most_na_Drine:0:shuff:221,read,read,číst,číst,impf
en:Andric-Most_na_Drine:0:shuff:217,cs:Andric-Most_na_Drine:0:shuff:222,kept,keep,dodrženo,dodržet,pf
en:Andric-Most_na_Drine:0:shuff:219,cs:Andric-Most_na_Drine:0:shuff:224,find,find,najít,najít,pf
en:Andric-Most_na_Drine:0:shuff:219,cs:Andric-Most_na_Drine:0:shuff:224,sang,sing,zpívají,zpívat,impf
en:Andric-Most_na_Drine:0:shuff:224,cs:Andric-Most_na_Drine:0:shuff:231,touched,touch,nesáhli,sáhnout,pf
en:Andric-Most_na_Drine:0:shuff:224,cs:Andric-Most_na_Drine:0:shuff:231,last,last,vydržel,vydržet,pf
en:Andric-Most_na_Drine:0:shuff:230,cs:Andric-Most_na_Drine:0:shuff:240,pass,pass,uplyne,uplynout,pf
en:Andric-Most_na_Drine:0:shuff:231,cs:Andric-Most_na_Drine:0:shuff:241,come,come,přišel,přijít,pf
en:Andric-Most_na_Drine:0:shuff:231,cs:Andric-Most_na_Drine:0:shuff:241,fallen,fall,dostal,dostat,pf
en:Andric-Most_na_Drine:0:shuff:231,cs:Andric-Most_na_Drine:0:shuff:241,pay,pay,zaplatili,zaplatit,pf
en:Andric-Most_na_Drine:0:shuff:232,cs:Andric-Most_na_Drine:0:shuff:242,began,begin,začal,začít,pf
en:Andric-Most_na_Drine:0:shuff:233,cs:Andric-Most_na_Drine:0:shuff:243,shouted,shout,řve,řvát,impf
en:Andric-Most_na_Drine:0:shuff:233,cs:Andric-Most_na_Drine:0:shuff:243,threatened,threaten,hrozí,hrozit,impf
en:Andric-Most_na_Drine:0:shuff:236,cs:Andric-Most_na_Drine:0:shuff:247,Enjoying,enjoy,Těšili,těšit,impf
en:Andric-Most_na_Drine:0:shuff:236,cs:Andric-Most_na_Drine:0:shuff:247,working,work,pracoval,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:237,cs:Andric-Most_na_Drine:0:shuff:248,rested,rest,odpočinout,odpočinout,pf
en:Andric-Most_na_Drine:0:shuff:237,cs:Andric-Most_na_Drine:0:shuff:248,waiting,wait,čekají,čekat,impf
en:Andric-Most_na_Drine:0:shuff:237,cs:Andric-Most_na_Drine:0:shuff:248,looked,look,dívají,dívat,impf
en:Andric-Most_na_Drine:0:shuff:238,cs:Andric-Most_na_Drine:0:shuff:249,answered,answer,odpovídal,odpovídat,impf
en:Andric-Most_na_Drine:0:shuff:238,cs:Andric-Most_na_Drine:0:shuff:249,tending,tend,směřují,směřovat,impf
en:Andric-Most_na_Drine:0:shuff:244,cs:Andric-Most_na_Drine:0:shuff:254,lowered,lower,snižovat,snižovat,impf
en:Andric-Most_na_Drine:0:shuff:248,cs:Andric-Most_na_Drine:0:shuff:258,worked,work,pracoval,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:248,cs:Andric-Most_na_Drine:0:shuff:258,earned,earn,vydělával,vydělávat,impf
en:Andric-Most_na_Drine:0:shuff:249,cs:Andric-Most_na_Drine:0:shuff:259,master,master,zvládnout,zvládnout,pf
en:Andric-Most_na_Drine:0:shuff:253,cs:Andric-Most_na_Drine:0:shuff:263,saw,see,vidí,vidět,impf
en:Andric-Most_na_Drine:0:shuff:255,cs:Andric-Most_na_Drine:0:shuff:266,lurks,lurk,číhá,číhat,impf
en:Andric-Most_na_Drine:0:shuff:259,cs:Andric-Most_na_Drine:0:shuff:269,looked,look,dívali,dívat,impf
en:Andric-Most_na_Drine:0:shuff:259,cs:Andric-Most_na_Drine:0:shuff:269,see,see,dívali,dívat,impf
en:Andric-Most_na_Drine:0:shuff:259,cs:Andric-Most_na_Drine:0:shuff:269,trying,try,snažili,snažit,impf
en:Andric-Most_na_Drine:0:shuff:259,cs:Andric-Most_na_Drine:0:shuff:269,see,see,zahlédnout,zahlédnout,pf
en:Andric-Most_na_Drine:0:shuff:261,cs:Andric-Most_na_Drine:0:shuff:271,flying,fly,létají,létat,impf
en:Andric-Most_na_Drine:0:shuff:261,cs:Andric-Most_na_Drine:0:shuff:271,sworn,swear,přísahali,přísahat,impf
en:Andric-Most_na_Drine:0:shuff:262,cs:Andric-Most_na_Drine:0:shuff:272,felt,feel,pociťoval,pociťovat,impf
en:Andric-Most_na_Drine:0:shuff:264,cs:Andric-Most_na_Drine:0:shuff:275,kept,keep,dodržovaly,dodržovat,impf
en:Andric-Most_na_Drine:0:shuff:264,cs:Andric-Most_na_Drine:0:shuff:275,brought,bring,přinášeli,přinášet,impf
en:Andric-Most_na_Drine:0:shuff:265,cs:Andric-Most_na_Drine:0:shuff:276,hurried,hurry,spěchali,spěchat,impf
en:Andric-Most_na_Drine:0:shuff:265,cs:Andric-Most_na_Drine:0:shuff:276,reach,reach,došli,dojít,pf
en:Andric-Most_na_Drine:0:shuff:268,cs:Andric-Most_na_Drine:0:shuff:280,sit,sit,Sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:268,cs:Andric-Most_na_Drine:0:shuff:280,singing,sing,zpívají,zpívat,impf
en:Andric-Most_na_Drine:0:shuff:269,cs:Andric-Most_na_Drine:0:shuff:281,began,begin,začalo,začít,pf
en:Andric-Most_na_Drine:0:shuff:271,cs:Andric-Most_na_Drine:0:shuff:283,remained,remain,Zůstaly,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:272,cs:Andric-Most_na_Drine:0:shuff:284,prepared,prepare,chystali,chystat,impf
en:Andric-Most_na_Drine:0:shuff:273,cs:Andric-Most_na_Drine:0:shuff:285,flowed,flow,plynul,plynout,impf
en:Andric-Most_na_Drine:0:shuff:274,cs:Andric-Most_na_Drine:0:shuff:286,greet,greet,přivítat,přivítat,pf
en:Andric-Most_na_Drine:0:shuff:274,cs:Andric-Most_na_Drine:0:shuff:286,welcome,welcome,přivítat,přivítat,pf
en:Andric-Most_na_Drine:0:shuff:275,cs:Andric-Most_na_Drine:0:shuff:287,formed,form,tvořily,tvořit,impf
en:Andric-Most_na_Drine:0:shuff:278,cs:Andric-Most_na_Drine:0:shuff:290,bear,bear,vydržet,vydržet,pf
en:Andric-Most_na_Drine:0:shuff:280,cs:Andric-Most_na_Drine:0:shuff:292,realized,realize,uskutečňují,uskutečňovat,impf
en:Andric-Most_na_Drine:0:shuff:282,cs:Andric-Most_na_Drine:0:shuff:295,accompanied,accompany,provázeno,provázet,impf
en:Andric-Most_na_Drine:0:shuff:283,cs:Andric-Most_na_Drine:0:shuff:296,think,think,nemají,mít,impf
en:Andric-Most_na_Drine:0:shuff:283,cs:Andric-Most_na_Drine:0:shuff:296,heard,hear,slyšeli,slyšet,impf
en:Andric-Most_na_Drine:0:shuff:283,cs:Andric-Most_na_Drine:0:shuff:296,seen,see,viděli,vidět,impf
en:Andric-Most_na_Drine:0:shuff:284,cs:Andric-Most_na_Drine:0:shuff:297,came,come,přicházejí,přicházet,impf
en:Andric-Most_na_Drine:0:shuff:284,cs:Andric-Most_na_Drine:0:shuff:297,listen,listen,poslechli,poslechnout,pf
en:Andric-Most_na_Drine:0:shuff:285,cs:Andric-Most_na_Drine:0:shuff:298,remained,remain,zůstala,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:286,cs:Andric-Most_na_Drine:0:shuff:299,Quivering,quiver,třásl,třást,impf
en:Andric-Most_na_Drine:0:shuff:286,cs:Andric-Most_na_Drine:0:shuff:299,left,leave,odjížděl,odjíždět,impf
en:Andric-Most_na_Drine:0:shuff:287,cs:Andric-Most_na_Drine:0:shuff:300,learnt,learn,učit,učit,impf
en:Andric-Most_na_Drine:0:shuff:287,cs:Andric-Most_na_Drine:0:shuff:300,underestimated,underestimate,podceňovali,podceňovat,impf
en:Andric-Most_na_Drine:0:shuff:287,cs:Andric-Most_na_Drine:0:shuff:300,boasted,boast,pyšnili,pyšnit,impf
en:Andric-Most_na_Drine:0:shuff:288,cs:Andric-Most_na_Drine:0:shuff:301,imagine,imagine,představit,představit,pf
en:Andric-Most_na_Drine:0:shuff:291,cs:Andric-Most_na_Drine:0:shuff:304,married,marry,oženil,oženit,pf
en:Andric-Most_na_Drine:0:shuff:292,cs:Andric-Most_na_Drine:0:shuff:305,settled,settle,vyřešena,vyřešit,pf
en:Andric-Most_na_Drine:0:shuff:293,cs:Andric-Most_na_Drine:0:shuff:306,spoken,speak,říkal,říkat,impf
en:Andric-Most_na_Drine:0:shuff:293,cs:Andric-Most_na_Drine:0:shuff:306,thought,think,přemýšlel,přemýšlet,impf
en:Andric-Most_na_Drine:0:shuff:293,cs:Andric-Most_na_Drine:0:shuff:306,find,find,najít,najít,pf
en:Andric-Most_na_Drine:0:shuff:293,cs:Andric-Most_na_Drine:0:shuff:306,spoken,speak,mluvil,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:294,cs:Andric-Most_na_Drine:0:shuff:307,listened,listen,poslouchal,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:295,cs:Andric-Most_na_Drine:0:shuff:308,listen,listen,poslouchat,poslouchat,impf
en:Andric-Most_na_Drine:0:shuff:295,cs:Andric-Most_na_Drine:0:shuff:308,proved,prove,dokazoval,dokazovat,impf
en:Andric-Most_na_Drine:0:shuff:296,cs:Andric-Most_na_Drine:0:shuff:309,installed,install,zaveden,zavést,pf
en:Andric-Most_na_Drine:0:shuff:296,cs:Andric-Most_na_Drine:0:shuff:309,introduced,introduce,zaveden,zavést,pf
en:Andric-Most_na_Drine:0:shuff:296,cs:Andric-Most_na_Drine:0:shuff:309,completed,complete,dokončily,dokončit,pf
en:Andric-Most_na_Drine:0:shuff:297,cs:Andric-Most_na_Drine:0:shuff:310,flowed,flow,tekla,téci,impf
en:Andric-Most_na_Drine:0:shuff:299,cs:Andric-Most_na_Drine:0:shuff:312,began,begin,začala,začít,pf
en:Andric-Most_na_Drine:0:shuff:301,cs:Andric-Most_na_Drine:0:shuff:315,break,break,přerušit,přerušit,pf
en:Andric-Most_na_Drine:0:shuff:302,cs:Andric-Most_na_Drine:0:shuff:316,went,go,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:302,cs:Andric-Most_na_Drine:0:shuff:316,began,begin,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:303,cs:Andric-Most_na_Drine:0:shuff:317,leave,leave,Opouštěla,opouštět,impf
en:Andric-Most_na_Drine:0:shuff:303,cs:Andric-Most_na_Drine:0:shuff:317,locking,lock,zamkla,zamknout,pf
en:Andric-Most_na_Drine:0:shuff:303,cs:Andric-Most_na_Drine:0:shuff:317,welcome,welcome,uvítala,uvítat,pf
en:Andric-Most_na_Drine:0:shuff:303,cs:Andric-Most_na_Drine:0:shuff:317,go,go,začne,začít,pf
en:Andric-Most_na_Drine:0:shuff:306,cs:Andric-Most_na_Drine:0:shuff:320,given,give,vydal,vydat,pf
en:Andric-Most_na_Drine:0:shuff:307,cs:Andric-Most_na_Drine:0:shuff:321,descended,descend,Sestoupili,sestoupit,pf
en:Andric-Most_na_Drine:0:shuff:309,cs:Andric-Most_na_Drine:0:shuff:322,began,begin,začínali,začínat,impf
en:Andric-Most_na_Drine:0:shuff:309,cs:Andric-Most_na_Drine:0:shuff:322,arrive,arrive,přijíždět,přijíždět,impf
en:Andric-Most_na_Drine:0:shuff:311,cs:Andric-Most_na_Drine:0:shuff:329,spent,spend,utrácel,utrácet,impf
en:Andric-Most_na_Drine:0:shuff:312,cs:Andric-Most_na_Drine:0:shuff:330,spoke,speak,Mluvilo,mluvit,impf
en:Andric-Most_na_Drine:0:shuff:314,cs:Andric-Most_na_Drine:0:shuff:332,received,receive,dostali,dostat,pf
en:Andric-Most_na_Drine:0:shuff:314,cs:Andric-Most_na_Drine:0:shuff:332,take,take,dostali,dostat,pf
en:Andric-Most_na_Drine:0:shuff:314,cs:Andric-Most_na_Drine:0:shuff:332,wished,wish,chtěl,chtít,impf
en:Andric-Most_na_Drine:0:shuff:314,cs:Andric-Most_na_Drine:0:shuff:332,take,take,trvala,trvat,impf
en:Andric-Most_na_Drine:0:shuff:314,cs:Andric-Most_na_Drine:0:shuff:332,lasted,last,trvala,trvat,impf
en:Andric-Most_na_Drine:0:shuff:315,cs:Andric-Most_na_Drine:0:shuff:333,passed,pass,ubíhá,ubíhat,impf
en:Andric-Most_na_Drine:0:shuff:315,cs:Andric-Most_na_Drine:0:shuff:333,passed,pass,ubíhá,ubíhat,impf
en:Andric-Most_na_Drine:0:shuff:315,cs:Andric-Most_na_Drine:0:shuff:333,passed,pass,ubíhá,ubíhat,impf
en:Andric-Most_na_Drine:0:shuff:315,cs:Andric-Most_na_Drine:0:shuff:333,passed,pass,ubíhá,ubíhat,impf
en:Andric-Most_na_Drine:0:shuff:315,cs:Andric-Most_na_Drine:0:shuff:333,growing,grow,stoupá,stoupat,impf
en:Andric-Most_na_Drine:0:shuff:315,cs:Andric-Most_na_Drine:0:shuff:333,began,begin,začínají,začínat,impf
en:Andric-Most_na_Drine:0:shuff:316,cs:Andric-Most_na_Drine:0:shuff:334,created,create,Vytváří,vytvářet,impf
en:Andric-Most_na_Drine:0:shuff:317,cs:Andric-Most_na_Drine:0:shuff:335,waited,wait,Čekaly,čekat,impf
en:Andric-Most_na_Drine:0:shuff:317,cs:Andric-Most_na_Drine:0:shuff:335,see,see,nezahlédly,zahlédnout,pf
en:Andric-Most_na_Drine:0:shuff:318,cs:Andric-Most_na_Drine:0:shuff:336,gathered,gather,shromažďovali,shromažďovat,impf
en:Andric-Most_na_Drine:0:shuff:318,cs:Andric-Most_na_Drine:0:shuff:336,looked,look,dívali,dívat,impf
en:Andric-Most_na_Drine:0:shuff:318,cs:Andric-Most_na_Drine:0:shuff:336,found,find,našel,najít,pf
en:Andric-Most_na_Drine:0:shuff:318,cs:Andric-Most_na_Drine:0:shuff:336,read,read,přečetl,přečíst,pf
en:Andric-Most_na_Drine:0:shuff:319,cs:Andric-Most_na_Drine:0:shuff:337,judging,judge,soudě,soudit,impf
en:Andric-Most_na_Drine:0:shuff:319,cs:Andric-Most_na_Drine:0:shuff:337,read,read,čte,číst,impf
en:Andric-Most_na_Drine:0:shuff:319,cs:Andric-Most_na_Drine:0:shuff:337,seen,see,čte,číst,impf
en:Andric-Most_na_Drine:0:shuff:319,cs:Andric-Most_na_Drine:0:shuff:337,seen,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:321,cs:Andric-Most_na_Drine:0:shuff:339,asked,ask,ptal,ptát,impf
en:Andric-Most_na_Drine:0:shuff:321,cs:Andric-Most_na_Drine:0:shuff:339,dreamt,dream,zdál,zdát,impf
en:Andric-Most_na_Drine:0:shuff:321,cs:Andric-Most_na_Drine:0:shuff:339,lay,lie,ležel,ležet,impf
en:Andric-Most_na_Drine:0:shuff:322,cs:Andric-Most_na_Drine:0:shuff:340,confided,confide,svěřil,svěřit,pf
en:Andric-Most_na_Drine:0:shuff:322,cs:Andric-Most_na_Drine:0:shuff:340,regard,regard,považovat,považovat,impf
en:Andric-Most_na_Drine:0:shuff:323,cs:Andric-Most_na_Drine:0:shuff:341,deceived,deceive,zklamala,zklamat,pf
en:Andric-Most_na_Drine:0:shuff:323,cs:Andric-Most_na_Drine:0:shuff:341,deceived,deceive,zklamala,zklamat,pf
en:Andric-Most_na_Drine:0:shuff:323,cs:Andric-Most_na_Drine:0:shuff:341,consoled,console,utěšovala,utěšovat,impf
en:Andric-Most_na_Drine:0:shuff:326,cs:Andric-Most_na_Drine:0:shuff:344,breathe,breathe,nadechla,nadechnout,pf
en:Andric-Most_na_Drine:0:shuff:326,cs:Andric-Most_na_Drine:0:shuff:344,take,take,zachytila,zachytit,pf
en:Andric-Most_na_Drine:0:shuff:327,cs:Andric-Most_na_Drine:0:shuff:345,remembered,remember,vzpomněla,vzpomenout,pf
en:Andric-Most_na_Drine:0:shuff:327,cs:Andric-Most_na_Drine:0:shuff:345,sat,sit,usedla,usednout,pf
en:Andric-Most_na_Drine:0:shuff:327,cs:Andric-Most_na_Drine:0:shuff:345,look,look,vyhledala,vyhledat,pf
en:Andric-Most_na_Drine:0:shuff:328,cs:Andric-Most_na_Drine:0:shuff:346,began,begin,začala,začít,pf
en:Andric-Most_na_Drine:0:shuff:328,cs:Andric-Most_na_Drine:0:shuff:346,remained,remain,zůstala,zůstat,pf
en:Andric-Most_na_Drine:0:shuff:329,cs:Andric-Most_na_Drine:0:shuff:347,thought,think,Přemýšlel,přemýšlet,impf
en:Andric-Most_na_Drine:0:shuff:329,cs:Andric-Most_na_Drine:0:shuff:347,thought,think,mít,mít,impf
en:Andric-Most_na_Drine:0:shuff:329,cs:Andric-Most_na_Drine:0:shuff:347,thought,think,měl,mít,impf
en:Andric-Most_na_Drine:0:shuff:332,cs:Andric-Most_na_Drine:0:shuff:350,got,get,blížil,blížit,impf
en:Andric-Most_na_Drine:0:shuff:332,cs:Andric-Most_na_Drine:0:shuff:350,reduced,reduce,snižoval,snižovat,impf
en:Andric-Most_na_Drine:0:shuff:334,cs:Andric-Most_na_Drine:0:shuff:352,built,build,postaven,postavit,pf
en:Andric-Most_na_Drine:0:shuff:336,cs:Andric-Most_na_Drine:0:shuff:354,served,serve,slouží,sloužit,impf
en:Andric-Most_na_Drine:0:shuff:338,cs:Andric-Most_na_Drine:0:shuff:356,lost,lose,ztrácí,ztrácet,impf
en:Andric-Most_na_Drine:0:shuff:340,cs:Andric-Most_na_Drine:0:shuff:359,imagine,imagine,představují,představovat,impf
en:Andric-Most_na_Drine:0:shuff:343,cs:Andric-Most_na_Drine:0:shuff:362,playing,play,nehrají,hrát,impf
en:Andric-Most_na_Drine:0:shuff:343,cs:Andric-Most_na_Drine:0:shuff:362,sleeping,sleep,spí,spát,impf
en:Andric-Most_na_Drine:0:shuff:344,cs:Andric-Most_na_Drine:0:shuff:363,see,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:344,cs:Andric-Most_na_Drine:0:shuff:363,see,see,vidět,vidět,impf
en:Andric-Most_na_Drine:0:shuff:348,cs:Andric-Most_na_Drine:0:shuff:367,looking,look,podívá,podívat,pf
en:Andric-Most_na_Drine:0:shuff:348,cs:Andric-Most_na_Drine:0:shuff:367,sat,sit,sedí,sedět,impf
en:Andric-Most_na_Drine:0:shuff:348,cs:Andric-Most_na_Drine:0:shuff:367,meant,mean,znamená,znamenat,impf
en:Andric-Most_na_Drine:0:shuff:349,cs:Andric-Most_na_Drine:0:shuff:368,stopping,stop,přeruší,přerušit,pf
en:Andric-Most_na_Drine:0:shuff:349,cs:Andric-Most_na_Drine:0:shuff:368,ceasing,cease,přeruší,přerušit,pf
en:Andric-Most_na_Drine:0:shuff:349,cs:Andric-Most_na_Drine:0:shuff:368,stopping,stop,přestane,přestat,pf
en:Andric-Most_na_Drine:0:shuff:349,cs:Andric-Most_na_Drine:0:shuff:368,ceasing,cease,přestane,přestat,pf
en:Andric-Most_na_Drine:0:shuff:349,cs:Andric-Most_na_Drine:0:shuff:368,smile,smile,usmívat,usmívat,impf
en:Andric-Most_na_Drine:0:shuff:349,cs:Andric-Most_na_Drine:0:shuff:368,blinked,blink,mrkne,mrknout,pf
en:Andric-Most_na_Drine:0:shuff:349,cs:Andric-Most_na_Drine:0:shuff:368,meant,mean,znamená,znamenat,impf
en:Andric-Most_na_Drine:0:shuff:355,cs:Andric-Most_na_Drine:0:shuff:374,came,come,jde,jít,impf
en:Andric-Most_na_Drine:0:shuff:355,cs:Andric-Most_na_Drine:0:shuff:374,go,go,jde,jít,impf
en:Andric-Most_na_Drine:0:shuff:355,cs:Andric-Most_na_Drine:0:shuff:374,go,go,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:355,cs:Andric-Most_na_Drine:0:shuff:374,began,begin,začali,začít,pf
en:Andric-Most_na_Drine:0:shuff:356,cs:Andric-Most_na_Drine:0:shuff:375,worked,work,pracovalo,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:356,cs:Andric-Most_na_Drine:0:shuff:375,went,go,pracovalo,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:357,cs:Andric-Most_na_Drine:0:shuff:376,thrown,throw,házel,házet,impf
en:Andric-Most_na_Drine:0:shuff:358,cs:Andric-Most_na_Drine:0:shuff:377,went,go,pracovalo,pracovat,impf
en:Andric-Most_na_Drine:0:shuff:361,cs:Andric-Most_na_Drine:0:shuff:380,beat,beat,bít,bít,impf
en:Andric-Most_na_Drine:0:shuff:361,cs:Andric-Most_na_Drine:0:shuff:380,kill,kill,zabít,zabít,pf
en:Andric-Most_na_Drine:0:shuff:361,cs:Andric-Most_na_Drine:0:shuff:380,came,come,šla,jít,impf
en:Andric-Most_na_Drine:0:shuff:361,cs:Andric-Most_na_Drine:0:shuff:380,see,see,neuvidíte,uvidět,pf
